temporada,division,fecha,hora,local,visitante,goles_local,goles_visitante,resultado,quiniela
2025-2026,Segunda,2025-10-10,19:30,Granada,Las Palmas,0,0,Empate,X
2025-2026,Segunda,2025-10-11,15:15,Mirandes,Leganes,0,0,Empate,X
2025-2026,Segunda,2025-10-11,17:30,2lmeria,Zaragoza,4,2,Local,1
2025-2026,Segunda,2025-10-11,17:30,Sociedad B,2ndorra,3,0,Local,1
2025-2026,Segunda,2025-10-12,13:00,2lbacete,Ceuta,0,0,Empate,X
2025-2026,Segunda,2025-10-12,15:15,Eibar,Castellon,0,0,Empate,X
2025-2026,Segunda,2025-10-12,15:15,Sp Gijon,Santander,2,1,Local,1
2025-2026,Segunda,2025-10-12,17:30,Burgos,Valladolid,0,1,Visitante,2
2025-2026,Segunda,2025-10-12,17:30,Cadiz,1uesca,1,0,Local,1
2025-2026,Segunda,2025-10-12,20:00,Malaga,La Coruna,3,0,Local,1
2025-2026,Segunda,2025-10-13,19:30,Cordoba,Cultural Leonesa,1,0,Local,1
2025-2026,Segunda,2025-10-17,19:30,2ndorra,Granada,0,0,Empate,X
2025-2026,Segunda,2025-10-18,15:15,Ceuta,Mirandes,2,0,Local,1
2025-2026,Segunda,2025-10-18,17:30,Zaragoza,Cultural Leonesa,0,5,Visitante,2
2025-2026,Segunda,2025-10-19,13:00,Leganes,Malaga,2,0,Local,1
2025-2026,Segunda,2025-10-19,15:15,Castellon,2lbacete,0,1,Visitante,2
2025-2026,Segunda,2025-10-19,15:15,Valladolid,Sp Gijon,2,3,Visitante,2
2025-2026,Segunda,2025-10-19,17:30,Cordoba,2lmeria,1,1,Empate,X
2025-2026,Segunda,2025-10-19,17:30,Santander,La Coruna,2,1,Local,1
2025-2026,Segunda,2025-10-19,20:00,Las Palmas,Eibar,3,1,Local,1
2025-2026,Segunda,2025-10-20,19:30,Cadiz,Burgos,1,3,Visitante,2
2025-2026,Segunda,2025-10-24,19:30,1uesca,Las Palmas,1,1,Empate,X
2025-2026,Segunda,2025-10-25,13:00,Cultural Leonesa,Ceuta,0,1,Visitante,2
2025-2026,Segunda,2025-10-25,15:15,2lbacete,Cordoba,1,3,Visitante,2
2025-2026,Segunda,2025-10-25,15:15,Eibar,Leganes,0,0,Empate,X
2025-2026,Segunda,2025-10-25,17:30,Burgos,Sociedad B,1,0,Local,1
2025-2026,Segunda,2025-10-25,17:30,Granada,Cadiz,0,0,Empate,X
2025-2026,Segunda,2025-10-25,20:00,Mirandes,Santander,1,3,Visitante,2
2025-2026,Segunda,2025-10-26,13:00,Malaga,2ndorra,4,1,Local,1
2025-2026,Segunda,2025-10-26,17:30,2lmeria,Castellon,1,0,Local,1
2025-2026,Segunda,2025-10-26,17:30,Sp Gijon,Zaragoza,1,0,Local,1
2025-2026,Segunda,2025-10-26,20:00,La Coruna,Valladolid,1,1,Empate,X
2025-2026,Segunda,2025-10-31,19:30,Santander,Sociedad B,1,0,Local,1
2025-2026,Segunda,2025-11-01,15:15,Cultural Leonesa,Mirandes,3,2,Local,1
2025-2026,Segunda,2025-11-01,17:30,2lbacete,1uesca,2,1,Local,1
2025-2026,Segunda,2025-11-01,17:30,Leganes,Burgos,1,2,Visitante,2
2025-2026,Segunda,2025-11-01,20:00,2lmeria,Eibar,3,1,Local,1
2025-2026,Segunda,2025-11-02,13:00,2ndorra,Cadiz,0,0,Empate,X
2025-2026,Segunda,2025-11-02,15:15,Cordoba,Ceuta,2,0,Local,1
2025-2026,Segunda,2025-11-02,15:15,Sp Gijon,Las Palmas,0,0,Empate,X
2025-2026,Segunda,2025-11-02,17:30,Castellon,Malaga,2,1,Local,1
2025-2026,Segunda,2025-11-02,20:00,Zaragoza,La Coruna,0,2,Visitante,2
2025-2026,Segunda,2025-11-03,19:30,Valladolid,Granada,2,1,Local,1
2025-2026,Segunda,2025-11-05,19:00,Sociedad B,1uesca,2,0,Local,1
2025-2026,Segunda,2025-11-07,19:30,Mirandes,Sp Gijon,2,1,Local,1
2025-2026,Segunda,2025-11-08,13:00,Sociedad B,Leganes,2,1,Local,1
2025-2026,Segunda,2025-11-08,15:15,Eibar,2lbacete,3,2,Local,1
2025-2026,Segunda,2025-11-08,15:15,1uesca,2ndorra,2,2,Empate,X
2025-2026,Segunda,2025-11-08,17:30,La Coruna,Cultural Leonesa,3,0,Local,1
2025-2026,Segunda,2025-11-08,20:00,Malaga,Cordoba,2,2,Empate,X
2025-2026,Segunda,2025-11-09,13:00,Las Palmas,Santander,3,1,Local,1
2025-2026,Segunda,2025-11-09,17:30,Granada,Zaragoza,3,1,Local,1
2025-2026,Segunda,2025-11-09,20:00,Cadiz,Valladolid,0,0,Empate,X
2025-2026,Segunda,2025-11-10,19:30,Burgos,Castellon,0,0,Empate,X
2025-2026,Segunda,2025-11-14,19:30,Valladolid,Las Palmas,0,1,Visitante,2
2025-2026,Segunda,2025-11-15,15:00,2lbacete,2ndorra,1,0,Local,1
2025-2026,Segunda,2025-11-15,15:00,Castellon,Sociedad B,5,4,Local,1
2025-2026,Segunda,2025-11-15,20:00,Santander,Granada,2,2,Empate,X
2025-2026,Segunda,2025-11-16,13:00,Ceuta,Leganes,1,2,Visitante,2
2025-2026,Segunda,2025-11-16,15:15,2lmeria,Cadiz,3,0,Local,1
2025-2026,Segunda,2025-11-16,15:15,Sp Gijon,Eibar,1,1,Empate,X
2025-2026,Segunda,2025-11-16,17:30,Cordoba,La Coruna,1,3,Visitante,2
2025-2026,Segunda,2025-11-16,17:30,Mirandes,Burgos,0,2,Visitante,2
2025-2026,Segunda,2025-11-16,20:00,Zaragoza,1uesca,1,0,Local,1
2025-2026,Segunda,2025-11-17,19:30,Cultural Leonesa,Malaga,1,0,Local,1
2025-2026,Segunda,2025-11-21,19:30,Las Palmas,2lbacete,2,1,Local,1
2025-2026,Segunda,2025-11-22,15:15,2ndorra,Castellon,1,3,Visitante,2
2025-2026,Segunda,2025-11-22,17:30,Eibar,Zaragoza,1,2,Visitante,2
2025-2026,Segunda,2025-11-22,17:30,Leganes,2lmeria,0,3,Visitante,2
2025-2026,Segunda,2025-11-22,20:00,Granada,Cordoba,1,1,Empate,X
2025-2026,Segunda,2025-11-23,13:00,La Coruna,Ceuta,2,1,Local,1
2025-2026,Segunda,2025-11-23,15:15,Cadiz,Cultural Leonesa,1,2,Visitante,2
2025-2026,Segunda,2025-11-23,15:15,1uesca,Sp Gijon,2,0,Local,1
2025-2026,Segunda,2025-11-23,17:30,Burgos,Santander,0,2,Visitante,2
2025-2026,Segunda,2025-11-23,20:00,Malaga,Mirandes,3,2,Local,1
2025-2026,Segunda,2025-11-24,19:30,Sociedad B,Valladolid,1,0,Local,1
2025-2026,Segunda,2025-11-26,18:00,Ceuta,2lmeria,3,2,Local,1
2025-2026,Segunda,2025-11-28,19:30,Sp Gijon,2ndorra,1,1,Empate,X
2025-2026,Segunda,2025-11-29,13:00,Ceuta,Burgos,1,0,Local,1
2025-2026,Segunda,2025-11-29,15:15,Cultural Leonesa,Granada,0,1,Visitante,2
2025-2026,Segunda,2025-11-29,17:30,2lbacete,La Coruna,0,2,Visitante,2
2025-2026,Segunda,2025-11-29,17:30,2lmeria,1uesca,0,0,Empate,X
2025-2026,Segunda,2025-11-29,20:00,Valladolid,Malaga,1,1,Empate,X
2025-2026,Segunda,2025-11-30,13:00,Zaragoza,Leganes,3,2,Local,1
2025-2026,Segunda,2025-11-30,15:15,Santander,Eibar,4,0,Local,1
2025-2026,Segunda,2025-11-30,17:30,Cordoba,Cadiz,1,2,Visitante,2
2025-2026,Segunda,2025-11-30,17:30,Mirandes,Sociedad B,1,0,Local,1
2025-2026,Segunda,2025-11-30,20:00,Castellon,Las Palmas,1,0,Local,1
2025-2026,Segunda,2025-12-06,13:00,2ndorra,2lmeria,1,2,Visitante,2
2025-2026,Segunda,2025-12-06,15:15,1uesca,Valladolid,1,4,Visitante,2
2025-2026,Segunda,2025-12-06,17:30,Sociedad B,Sp Gijon,0,1,Visitante,2
2025-2026,Segunda,2025-12-07,13:00,Cadiz,Santander,2,3,Visitante,2
2025-2026,Segunda,2025-12-07,15:15,Leganes,Cordoba,0,0,Empate,X
2025-2026,Segunda,2025-12-07,17:30,Eibar,Cultural Leonesa,1,2,Visitante,2
2025-2026,Segunda,2025-12-07,17:30,La Coruna,Castellon,1,3,Visitante,2
2025-2026,Segunda,2025-12-07,20:00,Granada,Ceuta,1,1,Empate,X
2025-2026,Segunda,2025-12-08,15:15,Burgos,2lbacete,0,1,Visitante,2
2025-2026,Segunda,2025-12-08,17:30,Las Palmas,Mirandes,0,0,Empate,X
2025-2026,Segunda,2025-12-08,19:30,Malaga,Zaragoza,1,1,Empate,X
2025-2026,Segunda,2025-12-12,19:30,Cultural Leonesa,1uesca,0,2,Visitante,2
2025-2026,Segunda,2025-12-13,13:00,Cordoba,Eibar,0,0,Empate,X
2025-2026,Segunda,2025-12-13,15:15,Sp Gijon,Granada,1,0,Local,1
2025-2026,Segunda,2025-12-13,15:15,Valladolid,2ndorra,0,1,Visitante,2
2025-2026,Segunda,2025-12-13,17:30,Santander,Leganes,1,1,Empate,X
2025-2026,Segunda,2025-12-13,20:00,La Coruna,Sociedad B,0,3,Visitante,2
2025-2026,Segunda,2025-12-13,20:00,Zaragoza,Cadiz,1,2,Visitante,2
2025-2026,Segunda,2025-12-14,15:15,2lbacete,Malaga,1,3,Visitante,2
2025-2026,Segunda,2025-12-14,17:30,2lmeria,Burgos,1,2,Visitante,2
2025-2026,Segunda,2025-12-14,20:00,Ceuta,Las Palmas,1,1,Empate,X
2025-2026,Segunda,2025-12-15,19:30,Castellon,Mirandes,3,1,Local,1
2025-2026,Segunda,2025-12-19,19:30,Eibar,Valladolid,3,0,Local,1
2025-2026,Segunda,2025-12-20,13:00,2ndorra,La Coruna,1,0,Local,1
2025-2026,Segunda,2025-12-20,15:15,1uesca,Santander,1,1,Empate,X
2025-2026,Segunda,2025-12-20,17:30,Leganes,Sp Gijon,0,1,Visitante,2
2025-2026,Segunda,2025-12-20,20:00,Las Palmas,Cultural Leonesa,4,0,Local,1
2025-2026,Segunda,2025-12-21,13:00,Malaga,2lmeria,2,1,Local,1
2025-2026,Segunda,2025-12-21,15:15,Mirandes,Cordoba,1,2,Visitante,2
2025-2026,Segunda,2025-12-21,15:15,Sociedad B,Ceuta,1,3,Visitante,2
2025-2026,Segunda,2025-12-21,17:30,Burgos,Zaragoza,1,1,Empate,X
2025-2026,Segunda,2025-12-21,17:30,Granada,2lbacete,1,1,Empate,X
2025-2026,Segunda,2025-12-21,20:00,Cadiz,Castellon,2,0,Local,1
2025-2026,Segunda,2026-01-02,19:30,Eibar,Mirandes,2,1,Local,1
2025-2026,Segunda,2026-01-03,13:00,Cultural Leonesa,Sociedad B,1,1,Empate,X
2025-2026,Segunda,2026-01-03,15:15,2lmeria,Granada,3,2,Local,1
2025-2026,Segunda,2026-01-03,15:15,Castellon,1uesca,4,1,Local,1
2025-2026,Segunda,2026-01-03,17:30,Valladolid,Santander,1,1,Empate,X
2025-2026,Segunda,2026-01-03,20:00,Cordoba,Burgos,2,0,Local,1
2025-2026,Segunda,2026-01-04,13:00,Sp Gijon,Malaga,1,3,Visitante,2
2025-2026,Segunda,2026-01-04,15:15,Ceuta,2ndorra,2,1,Local,1
2025-2026,Segunda,2026-01-04,17:30,2lbacete,Leganes,1,3,Visitante,2
2025-2026,Segunda,2026-01-04,17:30,Zaragoza,Las Palmas,1,2,Visitante,2
2025-2026,Segunda,2026-01-04,20:00,La Coruna,Cadiz,2,2,Empate,X
2025-2026,Segunda,2026-01-09,19:30,Cadiz,Sp Gijon,3,2,Local,1
2025-2026,Segunda,2026-01-10,13:00,Mirandes,2lmeria,2,2,Empate,X
2025-2026,Segunda,2026-01-10,15:15,Sociedad B,2lbacete,0,0,Empate,X
2025-2026,Segunda,2026-01-10,17:30,2ndorra,Cultural Leonesa,1,1,Empate,X
2025-2026,Segunda,2026-01-10,17:30,Burgos,Eibar,1,0,Local,1
2025-2026,Segunda,2026-01-10,17:30,Las Palmas,La Coruna,1,1,Empate,X
2025-2026,Segunda,2026-01-10,20:00,Santander,Zaragoza,2,3,Visitante,2
2025-2026,Segunda,2026-01-11,13:00,Leganes,Valladolid,3,0,Local,1
2025-2026,Segunda,2026-01-11,15:15,Granada,Castellon,0,0,Empate,X
2025-2026,Segunda,2026-01-11,15:15,Malaga,Ceuta,2,1,Local,1
2025-2026,Segunda,2026-01-12,19:30,1uesca,Cordoba,1,2,Visitante,2
2025-2026,Segunda,2026-01-16,19:30,Castellon,Leganes,2,0,Local,1
2025-2026,Segunda,2026-01-17,13:00,Ceuta,Valladolid,0,3,Visitante,2
2025-2026,Segunda,2026-01-17,15:15,Cultural Leonesa,Sp Gijon,2,4,Visitante,2
2025-2026,Segunda,2026-01-17,17:30,Zaragoza,Sociedad B,1,1,Empate,X
2025-2026,Segunda,2026-01-17,20:00,2lmeria,La Coruna,1,2,Visitante,2
2025-2026,Segunda,2026-01-18,13:00,Mirandes,2ndorra,1,2,Visitante,2
2025-2026,Segunda,2026-01-18,15:15,Santander,Las Palmas,4,1,Local,1
2025-2026,Segunda,2026-01-18,17:30,2lbacete,Cadiz,1,0,Local,1
2025-2026,Segunda,2026-01-18,17:30,Burgos,1uesca,1,0,Local,1
2025-2026,Segunda,2026-01-18,20:00,Cordoba,Malaga,0,1,Visitante,2
2025-2026,Segunda,2026-01-19,19:30,Granada,Eibar,0,0,Empate,X
2025-2026,Segunda,2026-01-23,19:30,Malaga,Burgos,3,0,Local,1
2025-2026,Segunda,2026-01-24,13:00,Valladolid,2lbacete,0,1,Visitante,2
2025-2026,Segunda,2026-01-24,15:15,Leganes,Sociedad B,2,0,Local,1
2025-2026,Segunda,2026-01-24,17:30,Las Palmas,Cordoba,1,2,Visitante,2
2025-2026,Segunda,2026-01-24,17:30,Sp Gijon,Mirandes,3,0,Local,1
2025-2026,Segunda,2026-01-24,20:00,Cadiz,Granada,1,2,Visitante,2
2025-2026,Segunda,2026-01-25,13:00,2ndorra,1uesca,1,1,Empate,X
2025-2026,Segunda,2026-01-25,15:15,Eibar,2lmeria,1,0,Local,1
2025-2026,Segunda,2026-01-25,17:30,Zaragoza,Castellon,0,0,Empate,X
2025-2026,Segunda,2026-01-25,20:00,La Coruna,Santander,0,1,Visitante,2
2025-2026,Segunda,2026-01-26,19:30,Ceuta,Cultural Leonesa,3,1,Local,1
2025-2026,Segunda,2026-01-30,19:30,Sociedad B,Las Palmas,1,1,Empate,X
2025-2026,Segunda,2026-01-31,15:15,2lbacete,Zaragoza,2,0,Local,1
2025-2026,Segunda,2026-01-31,15:15,Burgos,Leganes,2,1,Local,1
2025-2026,Segunda,2026-01-31,17:30,Cultural Leonesa,La Coruna,0,1,Visitante,2
2025-2026,Segunda,2026-01-31,20:00,Cordoba,Valladolid,3,1,Local,1
2025-2026,Segunda,2026-02-01,13:00,2lmeria,Ceuta,4,2,Local,1
2025-2026,Segunda,2026-02-01,15:15,Eibar,Sp Gijon,1,0,Local,1
2025-2026,Segunda,2026-02-01,17:30,Castellon,2ndorra,2,0,Local,1
2025-2026,Segunda,2026-02-01,17:30,1uesca,Cadiz,1,0,Local,1
2025-2026,Segunda,2026-02-01,20:00,Granada,Santander,1,0,Local,1
2025-2026,Segunda,2026-02-02,19:30,Mirandes,Malaga,2,1,Local,1
2025-2026,Segunda,2026-02-06,19:30,Leganes,Granada,1,0,Local,1
2025-2026,Segunda,2026-02-07,13:00,2ndorra,Sociedad B,1,2,Visitante,2
2025-2026,Segunda,2026-02-07,15:15,Las Palmas,Burgos,0,0,Empate,X
2025-2026,Segunda,2026-02-07,17:30,Zaragoza,Eibar,1,1,Empate,X
2025-2026,Segunda,2026-02-08,13:00,Valladolid,Castellon,0,4,Visitante,2
2025-2026,Segunda,2026-02-08,15:15,Cadiz,2lmeria,1,2,Visitante,2
2025-2026,Segunda,2026-02-08,15:15,La Coruna,2lbacete,2,1,Local,1
2025-2026,Segunda,2026-02-08,17:30,Sp Gijon,1uesca,2,1,Local,1
2025-2026,Segunda,2026-02-08,20:00,Malaga,Cultural Leonesa,2,1,Local,1
2025-2026,Segunda,2026-02-09,19:30,Santander,Mirandes,1,0,Local,1
2025-2026,Segunda,2026-02-13,19:30,2lmeria,2ndorra,3,2,Local,1
2025-2026,Segunda,2026-02-14,13:00,Cordoba,Leganes,2,1,Local,1
2025-2026,Segunda,2026-02-14,15:15,Burgos,Cadiz,1,1,Empate,X
2025-2026,Segunda,2026-02-14,17:30,Cultural Leonesa,Zaragoza,0,0,Empate,X
2025-2026,Segunda,2026-02-14,20:00,Granada,Valladolid,5,1,Local,1
2025-2026,Segunda,2026-02-15,13:00,Mirandes,Las Palmas,1,1,Empate,X
2025-2026,Segunda,2026-02-15,15:15,Eibar,Santander,2,1,Local,1
2025-2026,Segunda,2026-02-15,15:15,1uesca,Ceuta,2,0,Local,1
2025-2026,Segunda,2026-02-15,17:30,2lbacete,Sp Gijon,1,1,Empate,X
2025-2026,Segunda,2026-02-15,20:00,Castellon,La Coruna,2,0,Local,1
2025-2026,Segunda,2026-02-16,19:30,Sociedad B,Malaga,2,1,Local,1
2025-2026,Segunda,2026-02-20,19:30,Ceuta,Granada,2,1,Local,1
2025-2026,Segunda,2026-02-21,13:00,Leganes,Cultural Leonesa,1,1,Empate,X
2025-2026,Segunda,2026-02-21,15:15,1uesca,Mirandes,1,2,Visitante,2
2025-2026,Segunda,2026-02-21,15:15,La Coruna,Eibar,1,0,Local,1
2025-2026,Segunda,2026-02-21,17:30,2lmeria,Cordoba,2,1,Local,1
2025-2026,Segunda,2026-02-21,20:00,Las Palmas,Castellon,1,1,Empate,X
2025-2026,Segunda,2026-02-22,13:00,Sp Gijon,Valladolid,2,2,Empate,X
2025-2026,Segunda,2026-02-22,15:15,2ndorra,Zaragoza,2,1,Local,1
2025-2026,Segunda,2026-02-22,17:30,Santander,Burgos,1,0,Local,1
2025-2026,Segunda,2026-02-22,20:00,Malaga,2lbacete,1,0,Local,1
2025-2026,Segunda,2026-02-23,19:30,Cadiz,Sociedad B,0,2,Visitante,2
2025-2026,Segunda,2026-02-25,18:00,Ceuta,Cordoba,3,2,Local,1
2025-2026,Segunda,2026-02-27,19:30,2lbacete,2lmeria,1,1,Empate,X
2025-2026,Segunda,2026-02-28,15:15,Zaragoza,Burgos,0,1,Visitante,2
2025-2026,Segunda,2026-02-28,17:30,Granada,Malaga,0,1,Visitante,2
2025-2026,Segunda,2026-02-28,17:30,Valladolid,1uesca,1,0,Local,1
2025-2026,Segunda,2026-02-28,20:00,Castellon,Santander,1,3,Visitante,2
2025-2026,Segunda,2026-03-01,13:00,Sociedad B,La Coruna,2,3,Visitante,2
2025-2026,Segunda,2026-03-01,15:15,Mirandes,Ceuta,0,1,Visitante,2
2025-2026,Segunda,2026-03-01,17:30,Cultural Leonesa,Las Palmas,0,3,Visitante,2
2025-2026,Segunda,2026-03-01,20:00,Eibar,Cadiz,3,1,Local,1
2025-2026,Segunda,2026-03-02,19:00,Sp Gijon,Leganes,0,0,Empate,X
2025-2026,Segunda,2026-03-02,19:30,Cordoba,2ndorra,1,4,Visitante,2
2025-2026,Segunda,2026-03-06,19:30,Cadiz,Zaragoza,0,1,Visitante,2
2025-2026,Segunda,2026-03-07,15:15,1uesca,2lbacete,0,0,Empate,X
2025-2026,Segunda,2026-03-07,15:15,Sociedad B,Castellon,4,2,Local,1
2025-2026,Segunda,2026-03-07,17:30,Burgos,Mirandes,2,0,Local,1
2025-2026,Segunda,2026-03-07,20:00,Malaga,Valladolid,3,3,Empate,X
2025-2026,Segunda,2026-03-08,13:00,Las Palmas,Ceuta,4,0,Local,1
2025-2026,Segunda,2026-03-08,15:15,2ndorra,Sp Gijon,1,0,Local,1
2025-2026,Segunda,2026-03-08,17:30,Leganes,Eibar,0,1,Visitante,2
2025-2026,Segunda,2026-03-08,17:30,Santander,Cordoba,4,3,Local,1
2025-2026,Segunda,2026-03-08,20:00,La Coruna,Granada,0,2,Visitante,2
2025-2026,Segunda,2026-03-09,19:30,2lmeria,Cultural Leonesa,3,0,Local,1
2025-2026,Segunda,2026-03-13,19:30,Mirandes,Cadiz,0,2,Visitante,2
2025-2026,Segunda,2026-03-14,15:15,Cultural Leonesa,Santander,1,2,Visitante,2
2025-2026,Segunda,2026-03-14,17:30,Valladolid,Leganes,3,2,Local,1
2025-2026,Segunda,2026-03-14,17:30,Zaragoza,2lmeria,2,0,Local,1
2025-2026,Segunda,2026-03-14,20:00,Ceuta,La Coruna,1,2,Visitante,2
2025-2026,Segunda,2026-03-15,13:00,Cordoba,Sociedad B,0,2,Visitante,2
2025-2026,Segunda,2026-03-15,15:15,Granada,2ndorra,1,1,Empate,X
2025-2026,Segunda,2026-03-15,17:30,Eibar,Burgos,0,0,Empate,X
2025-2026,Segunda,2026-03-15,17:30,Malaga,1uesca,5,3,Local,1
2025-2026,Segunda,2026-03-15,20:00,Sp Gijon,Castellon,4,1,Local,1
2025-2026,Segunda,2026-03-16,19:30,2lbacete,Las Palmas,2,1,Local,1
2025-2026,Segunda,2026-03-20,19:30,1uesca,2lmeria,1,3,Visitante,2
2025-2026,Segunda,2026-03-21,13:00,Leganes,Ceuta,5,2,Local,1
2025-2026,Segunda,2026-03-21,15:15,2ndorra,Eibar,0,1,Visitante,2
2025-2026,Segunda,2026-03-21,15:15,Santander,2lbacete,0,4,Visitante,2
2025-2026,Segunda,2026-03-21,17:30,Cadiz,Malaga,0,3,Visitante,2
2025-2026,Segunda,2026-03-21,20:00,La Coruna,Zaragoza,2,1,Local,1
2025-2026,Segunda,2026-03-22,13:00,Burgos,Cordoba,4,0,Local,1
2025-2026,Segunda,2026-03-22,15:15,Mirandes,Valladolid,2,1,Local,1
2025-2026,Segunda,2026-03-22,15:15,Sociedad B,Granada,0,2,Visitante,2
2025-2026,Segunda,2026-03-22,17:30,Las Palmas,Sp Gijon,1,0,Local,1
2025-2026,Segunda,2026-03-23,19:30,Castellon,Cultural Leonesa,1,1,Empate,X
2025-2026,Segunda,2026-03-27,18:00,Cordoba,Mirandes,2,2,Empate,X
2025-2026,Segunda,2026-03-28,13:00,Ceuta,Cadiz,2,1,Local,1
2025-2026,Segunda,2026-03-28,15:15,Granada,1uesca,4,2,Local,1
2025-2026,Segunda,2026-03-28,15:15,Valladolid,Burgos,0,1,Visitante,2
2025-2026,Segunda,2026-03-28,17:30,Malaga,Leganes,0,0,Empate,X
2025-2026,Segunda,2026-03-28,20:00,2lbacete,Castellon,1,1,Empate,X
2025-2026,Segunda,2026-03-28,20:00,Sp Gijon,La Coruna,1,1,Empate,X
2025-2026,Segunda,2026-03-29,13:00,Eibar,Las Palmas,3,1,Local,1
2025-2026,Segunda,2026-03-29,15:15,Cultural Leonesa,2ndorra,0,4,Visitante,2
2025-2026,Segunda,2026-03-29,17:30,Zaragoza,Santander,2,0,Local,1
2025-2026,Segunda,2026-03-29,20:00,2lmeria,Sociedad B,5,1,Local,1
2025-2026,Segunda,2026-03-31,18:00,Mirandes,2lbacete,1,1,Empate,X
2025-2026,Segunda,2026-03-31,19:00,La Coruna,Cordoba,2,0,Local,1
2025-2026,Segunda,2026-03-31,20:30,Valladolid,Cadiz,3,0,Local,1
2025-2026,Segunda,2026-04-01,18:00,2ndorra,Malaga,3,3,Empate,X
2025-2026,Segunda,2026-04-01,19:00,Burgos,Ceuta,1,1,Empate,X
2025-2026,Segunda,2026-04-01,19:00,1uesca,Cultural Leonesa,1,1,Empate,X
2025-2026,Segunda,2026-04-01,20:30,Santander,Sp Gijon,3,1,Local,1
2025-2026,Segunda,2026-04-02,18:00,Las Palmas,Granada,2,0,Local,1
2025-2026,Segunda,2026-04-02,19:00,Castellon,2lmeria,2,0,Local,1
2025-2026,Segunda,2026-04-02,19:00,Sociedad B,Eibar,0,1,Visitante,2
2025-2026,Segunda,2026-04-02,20:30,Leganes,Zaragoza,1,1,Empate,X
2025-2026,Segunda,2026-04-04,13:00,Cadiz,Cordoba,1,3,Visitante,2
2025-2026,Segunda,2026-04-04,15:15,2lbacete,Burgos,2,3,Visitante,2
2025-2026,Segunda,2026-04-04,17:30,Cultural Leonesa,Valladolid,1,0,Local,1
2025-2026,Segunda,2026-04-04,17:30,La Coruna,Malaga,1,1,Empate,X
2025-2026,Segunda,2026-04-05,13:00,Eibar,Ceuta,3,0,Local,1
2025-2026,Segunda,2026-04-05,15:15,2ndorra,Santander,6,2,Local,1
2025-2026,Segunda,2026-04-05,17:30,2lmeria,Leganes,2,1,Local,1
2025-2026,Segunda,2026-04-05,17:30,Las Palmas,1uesca,2,1,Local,1
2025-2026,Segunda,2026-04-05,20:00,Zaragoza,Mirandes,1,2,Visitante,2
2025-2026,Segunda,2026-04-06,18:00,Castellon,Granada,3,2,Local,1
2025-2026,Segunda,2026-04-06,19:30,Sp Gijon,Sociedad B,1,0,Local,1
2025-2026,Segunda,2026-04-10,19:30,Ceuta,Sociedad B,0,0,Empate,X
2025-2026,Segunda,2026-04-11,15:15,Burgos,Sp Gijon,1,0,Local,1
2025-2026,Segunda,2026-04-11,15:15,Leganes,2lbacete,2,1,Local,1
2025-2026,Segunda,2026-04-11,17:30,Malaga,Las Palmas,2,0,Local,1
2025-2026,Segunda,2026-04-11,20:00,Cordoba,Zaragoza,1,0,Local,1
2025-2026,Segunda,2026-04-12,13:00,Granada,Cultural Leonesa,1,0,Local,1
2025-2026,Segunda,2026-04-12,15:15,1uesca,La Coruna,1,1,Empate,X
2025-2026,Segunda,2026-04-12,17:30,Cadiz,2ndorra,0,1,Visitante,2
2025-2026,Segunda,2026-04-12,17:30,Mirandes,Castellon,2,2,Empate,X
2025-2026,Segunda,2026-04-12,20:00,Santander,2lmeria,5,1,Local,1
2025-2026,Segunda,2026-04-13,19:30,Valladolid,Eibar,0,0,Empate,X
2025-2026,Segunda,2026-04-17,19:30,Sociedad B,Santander,1,3,Visitante,2
2025-2026,Segunda,2026-04-17,20:00,Las Palmas,Leganes,2,0,Local,1
2025-2026,Segunda,2026-04-18,15:15,Zaragoza,Ceuta,2,2,Empate,X
2025-2026,Segunda,2026-04-18,17:30,Castellon,Burgos,3,1,Local,1
2025-2026,Segunda,2026-04-18,17:30,Cultural Leonesa,Cordoba,1,2,Visitante,2
2025-2026,Segunda,2026-04-19,13:00,2ndorra,Valladolid,1,0,Local,1
2025-2026,Segunda,2026-04-19,15:15,Sp Gijon,Cadiz,3,0,Local,1
2025-2026,Segunda,2026-04-19,17:30,2lbacete,Granada,4,1,Local,1
2025-2026,Segunda,2026-04-19,17:30,Eibar,1uesca,2,1,Local,1
2025-2026,Segunda,2026-04-19,20:00,2lmeria,Malaga,3,2,Local,1
2025-2026,Segunda,2026-04-20,19:30,La Coruna,Mirandes,3,1,Local,1
2025-2026,Segunda,2026-04-24,19:30,2lbacete,Eibar,0,3,Visitante,2
2025-2026,Segunda,2026-04-25,15:15,Valladolid,Sociedad B,1,0,Local,1
2025-2026,Segunda,2026-04-25,17:30,Burgos,La Coruna,1,1,Empate,X
2025-2026,Segunda,2026-04-25,20:00,Malaga,Castellon,2,3,Visitante,2
2025-2026,Segunda,2026-04-26,13:00,Cordoba,Sp Gijon,3,2,Local,1
2025-2026,Segunda,2026-04-26,15:15,Granada,2lmeria,2,4,Visitante,2
2025-2026,Segunda,2026-04-26,15:15,Mirandes,Cultural Leonesa,2,1,Local,1
2025-2026,Segunda,2026-04-26,17:30,1uesca,Zaragoza,1,0,Local,1
2025-2026,Segunda,2026-04-26,17:30,Leganes,2ndorra,0,4,Visitante,2
2025-2026,Segunda,2026-04-26,20:00,Ceuta,Santander,0,0,Empate,X
2025-2026,Segunda,2026-04-27,19:30,Cadiz,Las Palmas,1,2,Visitante,2
